"field_id","field_name","unit_name","category_name","item_count","priority","notes"
27428,"Mean thickness of G-pariet-inf-Supramar (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-pariet-inf-Supramar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27429,"Mean thickness of G-parietal-sup (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-parietal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27430,"Mean thickness of G-postcentral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27431,"Mean thickness of G-precentral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-precentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27432,"Mean thickness of G-precuneus (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-precuneus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27433,"Mean thickness of G-rectus (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-rectus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27434,"Mean thickness of G-subcallosal (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-subcallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27435,"Mean thickness of G-temp-sup-G-T-transv (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-temp-sup-G-T-transv in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27436,"Mean thickness of G-temp-sup-Lateral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-temp-sup-Lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27437,"Mean thickness of G-temp-sup-Plan-polar (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-temp-sup-Plan-polar in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27438,"Mean thickness of G-temp-sup-Plan-tempo (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-temp-sup-Plan-tempo in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27439,"Mean thickness of G-temporal-inf (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27440,"Mean thickness of G-temporal-middle (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of G-temporal-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27441,"Mean thickness of Lat-Fis-ant-Horizont (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of Lat-Fis-ant-Horizont in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27442,"Mean thickness of Lat-Fis-ant-Vertical (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of Lat-Fis-ant-Vertical in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27443,"Mean thickness of Lat-Fis-post (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of Lat-Fis-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27444,"Mean thickness of Pole-occipital (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of Pole-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27445,"Mean thickness of Pole-temporal (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of Pole-temporal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27446,"Mean thickness of S-calcarine (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-calcarine in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27447,"Mean thickness of S-central (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-central in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27448,"Mean thickness of S-cingul-Marginalis (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-cingul-Marginalis in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27449,"Mean thickness of S-circular-insula-ant (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-circular-insula-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27450,"Mean thickness of S-circular-insula-inf (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-circular-insula-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27451,"Mean thickness of S-circular-insula-sup (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-circular-insula-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27452,"Mean thickness of S-collat-transv-ant (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-collat-transv-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27453,"Mean thickness of S-collat-transv-post (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-collat-transv-post in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27454,"Mean thickness of S-front-inf (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-front-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27455,"Mean thickness of S-front-middle (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-front-middle in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27456,"Mean thickness of S-front-sup (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-front-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27457,"Mean thickness of S-interm-prim-Jensen (left hemisphere)","mm","Freesurfer a2009s",41449,41449,"Mean thickness of S-interm-prim-Jensen in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27458,"Mean thickness of S-intrapariet+P-trans (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-intrapariet+P-trans in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27459,"Mean thickness of S-oc-middle+Lunatus (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-oc-middle+Lunatus in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27460,"Mean thickness of S-oc-sup+transversal (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-oc-sup+transversal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27461,"Mean thickness of S-occipital-ant (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-occipital-ant in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27462,"Mean thickness of S-oc-temp-lat (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-oc-temp-lat in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27463,"Mean thickness of S-oc-temp-med+Lingual (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-oc-temp-med+Lingual in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27464,"Mean thickness of S-orbital-lateral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-orbital-lateral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27465,"Mean thickness of S-orbital-med-olfact (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-orbital-med-olfact in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27466,"Mean thickness of S-orbital-H-Shaped (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-orbital-H-Shaped in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27467,"Mean thickness of S-parieto-occipital (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-parieto-occipital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27468,"Mean thickness of S-pericallosal (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-pericallosal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27469,"Mean thickness of S-postcentral (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-postcentral in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27470,"Mean thickness of S-precentral-inf-part (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-precentral-inf-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27471,"Mean thickness of S-precentral-sup-part (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-precentral-sup-part in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27472,"Mean thickness of S-suborbital (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-suborbital in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27473,"Mean thickness of S-subparietal (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-subparietal in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27474,"Mean thickness of S-temporal-inf (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-temporal-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27475,"Mean thickness of S-temporal-sup (left hemisphere)","mm","Freesurfer a2009s",41470,41470,"Mean thickness of S-temporal-sup in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27476,"Mean thickness of S-temporal-transverse (left hemisphere)","mm","Freesurfer a2009s",41467,41467,"Mean thickness of S-temporal-transverse in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27477,"Volume of G+S-frontomargin (left hemisphere)","mm3","Freesurfer a2009s",41470,41470,"Volume of G+S-frontomargin in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
27478,"Volume of G+S-occipital-inf (left hemisphere)","mm3","Freesurfer a2009s",41470,41470,"Volume of G+S-occipital-inf in the left hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation"
